"scenario","rate_mt","L_mid","L_top","f1","f2","f3"
1,0.84,6,5,148295303.920941,8642567.89661539,1208970000
3,0.84,6,5,397293509.232709,23856421.076722,3626910000
1,0.85,6,5,149776721.59458,8776685.54367422,1223362500
3,0.85,6,5,400488241.170707,24283224.0535425,3670087500
1,0.86,6,5,148171456.372995,9212398.26348599,1237755000
3,0.86,6,5,404385982.796922,24655400.5241307,3713265000
1,0.87,6,5,149624397.549466,9346515.91054481,1252147500
3,0.87,6,5,407401803.269913,25135356.2017657,3756442500
1,0.88,6,5,151076516.002172,9480633.55760361,1266540000
3,0.88,6,5,410725460.236648,25482565.3426646,3799620000
1,0.89,6,5,152529457.178642,9614751.20466246,1280932500
3,0.89,6,5,414548094.685968,25860330.048547,3842797500
1,0.9,6,5,154017665.505584,9761338.83575024,1295325000
3,0.9,6,5,418129627.104032,26238094.7544293,3885975000
1,0.91,6,5,155434985.510226,9882986.49878011,1309717500
3,0.91,6,5,421862596.23532,26615859.4603117,3929152500
1,0.92,6,5,156894758.554891,10017104.1458389,1324110000
3,0.92,6,5,425581301.473659,26993624.1661941,3972330000
1,0.93,6,5,158352541.273194,10151221.7928978,1338502500
3,0.93,6,5,429310291.120574,27371388.8720764,4015507500
1,0.94,6,5,159807210.18324,10285339.4399566,1352895000
3,0.94,6,5,432966168.538887,27735256.7238532,4058685000
1,0.95,6,5,161294612.569236,10419457.0870154,1367287500
3,0.95,6,5,436453374.999798,28126433.1944414,4101862500
1,0.96,6,5,162765718.90447,10553574.7340742,1381680000
3,0.96,6,5,440227931.591207,28502073.6860734,4145040000
1,0.97,6,5,164218660.080941,10687692.3811331,1396072500
3,0.97,6,5,443798813.944148,28893250.1566616,4188217500
1,0.98,6,5,165671601.257412,10821810.0281919,1410465000
3,0.98,6,5,447388082.580818,29284426.6272499,4231395000
1,0.99,6,5,167112869.023855,10955927.6752507,1424857500
3,0.99,6,5,451033370.529657,29670802.7368125,4274572500
1,1,6,5,168577263.406335,11090045.3223095,1439250000
3,1,6,5,455060064.704788,30033145.7750878,4317750000
1,0.8,7,5,188375734.094835,2262401.00894126,1151400000
3,0.8,7,5,396082315.805562,21607171.1775855,3454200000
1,0.81,7,5,190011881.304367,2388024.58005438,1165792500
3,0.81,7,5,390240988.278325,22709164.4792921,3497377500
1,0.82,7,5,191720009.227583,2552968.14149509,1180185000
3,0.82,7,5,393921905.710337,23091399.7734098,3540555000
1,0.83,7,5,193286360.120346,2678612.81534848,1194577500
3,0.83,7,5,397484836.296228,23483154.9565169,3583732500
1,0.84,7,5,194823923.145556,2823906.93299555,1208970000
3,0.84,7,5,401109417.38371,23855870.361645,3626910000
1,0.85,7,5,196359626.533481,2969201.05064261,1223362500
3,0.85,7,5,403985101.026898,24282673.3384655,3670087500
1,0.86,7,5,197790429.839306,3125171.14022813,1237755000
3,0.86,7,5,407761470.774797,24654849.8090538,3713265000
1,0.87,7,5,199327992.864517,3270465.25787519,1252147500
3,0.87,7,5,410734945.130988,25134805.4866887,3756442500
1,0.88,7,5,200864733.165962,3415759.37552222,1266540000
3,0.88,7,5,414030104.079654,25482014.6275877,3799620000
1,0.89,7,5,202402296.191172,3561053.49316931,1280932500
3,0.89,7,5,417780889.789479,25859779.3334701,3842797500
1,0.9,7,5,202092957.276305,3987698.8934951,1295325000
3,0.9,7,5,421290573.468047,26237544.0393524,3885975000
1,0.91,7,5,205477068.220235,3851641.72846343,1309717500
3,0.91,7,5,424951693.859838,26615308.7452348,3929152500
1,0.92,7,5,207021463.113639,3996935.84611049,1324110000
3,0.92,7,5,428598550.358682,26993073.4511172,3972330000
1,0.93,7,5,208563867.680682,4142229.96375754,1338502500
3,0.93,7,5,432255691.266101,27370838.1569995,4015507500
1,0.94,7,5,210103158.439467,4287524.08140461,1352895000
3,0.94,7,5,435839719.944918,27734706.0087763,4058685000
1,0.95,7,5,211675182.674202,4432818.19905164,1367287500
3,0.95,7,5,439255077.666333,28125882.4793645,4101862500
1,0.96,7,5,213230910.858177,4578112.31669871,1381680000
3,0.96,7,5,442957785.518247,28501522.9709965,4145040000
1,0.97,7,5,214768473.883387,4723406.43434578,1396072500
3,0.97,7,5,446456819.131692,28892699.4415847,4188217500
1,0.98,7,5,216306036.908597,4868700.55199284,1410465000
3,0.98,7,5,449974239.028866,29283875.912173,4231395000
1,0.99,7,5,217831926.52378,5013994.66963989,1424857500
3,0.99,7,5,453547678.238209,29670252.0217356,4274572500
1,1,7,5,219380942.754999,5159288.78728695,1439250000
3,1,7,5,457502523.673845,30032595.0600109,4317750000
1,0.8,8,5,144972804.048805,7822791.59057378,1151400000
3,0.8,8,5,437262715.943433,14909196.2395222,3454200000
1,0.81,8,5,146534963.372349,7932805.29954753,1165792500
3,0.81,8,5,431666560.544367,16011189.5412288,3497377500
1,0.82,8,5,147734896.683555,8124411.00742083,1180185000
3,0.82,8,5,435776973.774698,16393424.8353464,3540555000
1,0.83,8,5,149904693.659139,8156334.71131223,1194577500
3,0.83,8,5,439825865.998595,16775660.1294641,3583732500
1,0.84,8,5,151589147.440651,8268099.41719459,1208970000
3,0.84,8,5,442115780.302388,17480227.153826,3626910000
1,0.85,8,5,153271741.584879,8379864.12307694,1223362500
3,0.85,8,5,445693146.645131,17907030.1306465,3670087500
1,0.86,8,5,154833050.558138,8504125.36632763,1237755000
3,0.86,8,5,449764894.544291,18279206.6012348,3713265000
1,0.87,8,5,156316327.869063,8638243.01338645,1252147500
3,0.87,8,5,447574917.945629,18436830.5486254,3756442500
1,0.88,8,5,157798782.456222,8772360.66044525,1266540000
3,0.88,8,5,451001149.036324,18784039.6895244,3799620000
1,0.89,8,5,159282059.767147,8906478.3075041,1280932500
3,0.89,8,5,455143111.216737,19161804.3954067,3842797500
1,0.9,8,5,160800604.228542,9053065.93859188,1295325000
3,0.9,8,5,459043971.365893,19539569.1012891,3885975000
1,0.91,8,5,162248260.367638,9174713.60162174,1309717500
3,0.91,8,5,463096268.228273,19917333.8071714,3929152500
1,0.92,8,5,163738369.546756,9308831.24868057,1324110000
3,0.92,8,5,467134301.197705,20295098.5130538,3972330000
1,0.93,8,5,165226488.399514,9442948.8957394,1338502500
3,0.93,8,5,471182618.575712,20672863.2189361,4015507500
1,0.94,8,5,166711493.444013,9577066.54279822,1352895000
3,0.94,8,5,475157823.725118,21036731.070713,4058685000
1,0.95,8,5,168229231.964463,9711184.18985702,1367287500
3,0.95,8,5,478964357.917121,21427907.5413011,4101862500
1,0.96,8,5,169730674.434151,9845301.83691585,1381680000
3,0.96,8,5,483058242.239623,21803548.0329331,4145040000
1,0.97,8,5,171213951.745075,9979419.48397468,1396072500
3,0.97,8,5,486948452.323657,22194724.5035214,4188217500
1,0.98,8,5,172697229.056,10113537.1310335,1410465000
3,0.98,8,5,490857048.691419,22585900.9741097,4231395000
1,0.99,8,5,174168832.956897,10247654.7780923,1424857500
3,0.99,8,5,494821664.37135,22972277.0836722,4274572500
1,1,8,5,197268896.844122,7979593.65085247,1439250000
3,1,8,5,499167686.277574,23334620.1219475,4317750000
1,0.8,9,5,140015356.320153,8372422.39165974,1151400000
3,0.8,9,5,404926408.13515,13209895.8622311,3454200000
1,0.81,9,5,141577515.643697,8482436.1006335,1165792500
3,0.81,9,5,399729412.39995,14166595.0462906,3497377500
1,0.82,9,5,142777448.954903,8674041.80850679,1180185000
3,0.82,9,5,404238985.294147,14403536.2227612,3540555000
1,0.83,9,5,144947245.930487,8705965.51239819,1194577500
3,0.83,9,5,408687037.181908,14640477.3992318,3583732500
1,0.84,9,5,146631699.712,8817730.21828055,1208970000
3,0.84,9,5,413083807.89189,14877418.5757024,3626910000
1,0.85,9,5,148314293.856228,8929494.9241629,1223362500
3,0.85,9,5,417194451.545558,15158927.4348758,3670087500
1,0.86,9,5,149875602.829487,9053756.16741359,1237755000
3,0.86,9,5,421799476.755642,15385809.787817,3713265000
1,0.87,9,5,151358880.140411,9187873.81447241,1252147500
3,0.87,9,5,426159035.443874,15536860.1962956,3756442500
1,0.88,9,5,152841334.727571,9321991.46153121,1266540000
3,0.88,9,5,429469889.986522,15876989.1044585,3799620000
1,0.89,9,5,154324612.038495,9456109.10859006,1280932500
3,0.89,9,5,434049331.158531,16109459.6926938,3842797500
1,0.9,9,5,155843156.499891,9602696.73967784,1295325000
3,0.9,9,5,438387670.299284,16341930.2809291,3885975000
1,0.91,9,5,157290812.638986,9724344.4027077,1309717500
3,0.91,9,5,442877446.153261,16574400.8691644,3929152500
1,0.92,9,5,158780921.818105,9858462.04976653,1324110000
3,0.92,9,5,447352958.11429,16806871.4573997,3972330000
1,0.93,9,5,160243024.206769,9992579.69682536,1338502500
3,0.93,9,5,451838754.483893,17039342.045635,4015507500
1,0.94,9,5,161697693.116814,10126697.3438842,1352895000
3,0.94,9,5,456069849.558502,17303313.0463631,4058685000
1,0.95,9,5,163185095.50281,10260814.990943,1367287500
3,0.95,9,5,460313862.742102,17549195.3993041,4101862500
1,0.96,9,5,164656201.838045,10394932.6380018,1381680000
3,0.96,9,5,464845226.056201,17779541.7732891,4145040000
1,0.97,9,5,166109143.014516,10529050.2850607,1396072500
3,0.97,9,5,469172915.131831,18025424.1262303,4188217500
1,0.98,9,5,167562084.190986,10663167.9321195,1410465000
3,0.98,9,5,473518990.49119,18271306.4791715,4231395000
1,0.99,9,5,169003351.95743,10797285.5791783,1424857500
3,0.99,9,5,477921085.162717,18512388.471087,4274572500
1,1,9,5,192271225.722953,8535397.13552214,1439250000
3,1,9,5,450641641.365267,29920488.7296579,4317750000
1,0.8,1,6,180017443.958121,8107848.30528868,1151400000
3,0.8,1,6,472833046.425432,28360796.6124985,3454200000
1,0.81,1,6,181978762.945531,8240214.95543892,1165792500
3,0.81,1,6,468437948.390457,29598311.6523279,3497377500
1,0.82,1,6,181838927.338984,8832683.90457919,1180185000
3,0.82,1,6,473796933.04936,30092311.6523279,3540555000
1,0.83,1,6,186146812.560052,8508450.24955656,1194577500
3,0.83,1,6,479094396.701828,30586311.6523279,3583732500
1,0.84,1,6,188230426.00543,8642567.89661538,1208970000
3,0.84,1,6,484358965.460243,31080311.6523279,3626910000
1,0.85,1,6,190312179.813523,8776685.5436742,1223362500
3,0.85,1,6,489229885.513211,31663447.0177336,3670087500
1,0.86,1,6,190747294.721489,9212398.26348598,1237755000
3,0.86,1,6,494704440.13506,32137329.3706748,3713265000
1,0.87,1,6,192830908.166867,9346515.9105448,1252147500
3,0.87,1,6,499728740.339841,32643158.9862002,3756442500
1,0.88,1,6,194913698.888481,9480633.55760362,1266540000
3,0.88,1,6,503964730.247895,33202484.9175425,3799620000
1,0.89,1,6,196997312.333859,9614751.20466246,1280932500
3,0.89,1,6,509420406.714022,33678602.5646014,3842797500
1,0.9,1,6,199116192.929709,9761338.83575022,1295325000
3,0.9,1,6,514755002.93867,34154720.2116602,3885975000
1,0.91,1,6,201164185.203258,9882986.4987801,1309717500
3,0.91,1,6,520231820.809453,34630837.858719,3929152500
1,0.92,1,6,203254630.51683,10017104.1458389,1324110000
3,0.92,1,6,525694374.787289,35106955.5057778,3972330000
1,0.93,1,6,205343085.504041,10151221.7928977,1338502500
3,0.93,1,6,531167213.173699,35583073.1528367,4015507500
1,0.94,1,6,207428426.682994,10285339.4399566,1352895000
3,0.94,1,6,536427040.827432,36076794.3582826,4058685000
1,0.95,1,6,209546501.337898,10419457.0870154,1367287500
3,0.95,1,6,541605604.82799,36579735.5347531,4101862500
1,0.96,1,6,211648279.94204,10553574.7340742,1381680000
3,0.96,1,6,547032987.843663,37051604.7533113,4145040000
1,0.97,1,6,213731893.387418,10687692.381133,1396072500
3,0.97,1,6,552210088.683999,37554545.9297819,4188217500
1,0.98,1,6,215815506.832797,10821810.0281919,1410465000
3,0.98,1,6,557405575.808064,38057487.1062525,4231395000
1,0.99,1,6,217887446.868147,10955927.6752507,1424857500
3,0.99,1,6,562671483.327374,38550827.5606718,4274572500
1,1,1,6,219982513.519534,11090045.3223095,1439250000
3,1,1,6,568294858.96349,39021514.6125709,4317750000
1,0.8,2,6,126072948.468052,15842525.0030625,1151400000
3,0.8,2,6,271653575.472021,55184326.0242631,3454200000
1,0.81,2,6,126812838.884033,16120185.7708598,1165792500
3,0.81,2,6,264743771.554692,56757135.1817396,3497377500
1,0.82,2,6,124141526.534619,16848895.4312398,1180185000
3,0.82,2,6,267588050.331242,57586429.2993867,3540555000
1,0.83,2,6,128538031.355697,16679009.3002715,1194577500
3,0.83,2,6,270370808.101357,58415723.4170337,3583732500
1,0.84,2,6,129400216.229647,16958421.0649774,1208970000
3,0.84,2,6,273120670.97742,59245017.5346808,3626910000
1,0.85,2,6,130307363.729624,17237832.8296833,1223362500
3,0.85,2,6,275476885.148035,60163447.0177336,3670087500
1,0.86,2,6,131042232.85103,17529741.1317575,1237755000
3,0.86,2,6,278436733.887531,60972623.4883218,3713265000
1,0.87,2,6,131792653.019097,17831505.8376398,1252147500
3,0.87,2,6,280946328.209959,61813747.2214943,3756442500
1,0.88,2,6,132542250.4634,18133270.5435222,1266540000
3,0.88,2,6,282667612.23566,62708367.2704837,3799620000
1,0.89,2,6,133292670.631467,18435035.2494045,1280932500
3,0.89,2,6,285608582.819434,63519779.0351896,3842797500
1,0.9,2,6,134078357.950006,18749269.9393159,1295325000
3,0.9,2,6,288428473.161729,64331190.7998955,3885975000
1,0.91,2,6,134793156.946244,19038564.6611693,1309717500
3,0.91,2,6,291390585.150159,65142602.5646013,3929152500
1,0.92,2,6,135550408.982505,19340329.3670516,1324110000
3,0.92,2,6,294338433.245642,65954014.3293073,3972330000
1,0.93,2,6,136305670.692406,19642094.072934,1338502500
3,0.93,2,6,297296565.749699,66765426.0940131,4015507500
1,0.94,2,6,137057818.594048,19943858.7788163,1352895000
3,0.94,2,6,300041687.521079,67594441.4171062,4058685000
1,0.95,2,6,137842699.97164,20245623.4846987,1367287500
3,0.95,2,6,302705545.639284,68432676.7112238,4101862500
1,0.96,2,6,138580706.731108,20547388.190581,1381680000
3,0.96,2,6,305618222.772604,69239840.047429,4145040000
1,0.97,2,6,139220439.089644,20849152.8964634,1396072500
3,0.97,2,6,308280617.730588,70078075.3415466,4188217500
1,0.98,2,6,139906993.711493,21150917.6023457,1410465000
3,0.98,2,6,310961398.972299,70916310.6356642,4231395000
1,0.99,2,6,140581874.923315,21452682.3082281,1424857500
3,0.99,2,6,313712600.609257,71744945.2077306,4274572500
1,1,2,6,140794231.946177,21851548.2519747,1439250000
3,1,2,6,316821270.36302,72550926.3772767,4317750000
1,0.8,3,6,180017443.958121,8107848.3052887,1151400000
3,0.8,3,6,472830046.060256,28360796.6124984,3454200000
1,0.81,3,6,181978762.945531,8240214.95543892,1165792500
3,0.81,3,6,468434948.025281,29598311.6523279,3497377500
1,0.82,3,6,181838927.338984,8832683.9045792,1180185000
3,0.82,3,6,473793932.684183,30092311.6523279,3540555000
1,0.83,3,6,186146812.560052,8508450.24955657,1194577500
3,0.83,3,6,479091396.336651,30586311.6523279,3583732500
1,0.84,3,6,188230426.00543,8642567.89661538,1208970000
3,0.84,3,6,484355965.095067,31080311.6523279,3626910000
1,0.85,3,6,190312179.813523,8776685.54367422,1223362500
3,0.85,3,6,489226885.148035,31663447.0177336,3670087500
1,0.86,3,6,190747294.721489,9212398.26348599,1237755000
3,0.86,3,6,494701439.769884,32137329.3706747,3713265000
1,0.87,3,6,192830908.166867,9346515.9105448,1252147500
3,0.87,3,6,499725739.974665,32643158.9862001,3756442500
1,0.88,3,6,194913698.888481,9480633.55760363,1266540000
3,0.88,3,6,503961729.882719,33202484.9175425,3799620000
1,0.89,3,6,196997312.333859,9614751.20466245,1280932500
3,0.89,3,6,509417406.348846,33678602.5646014,3842797500
1,0.9,3,6,199116192.929709,9761338.83575022,1295325000
3,0.9,3,6,514752002.573494,34154720.2116602,3885975000
1,0.91,3,6,201164185.203258,9882986.49878009,1309717500
3,0.91,3,6,520228820.444277,34630837.858719,3929152500
1,0.92,3,6,203254630.51683,10017104.1458389,1324110000
3,0.92,3,6,525691374.422112,35106955.5057778,3972330000
1,0.93,3,6,205343085.504041,10151221.7928978,1338502500
3,0.93,3,6,531164212.808523,35583073.1528367,4015507500
1,0.94,3,6,207428426.682994,10285339.4399566,1352895000
3,0.94,3,6,536424040.462255,36076794.3582827,4058685000
1,0.95,3,6,209546501.337898,10419457.0870154,1367287500
3,0.95,3,6,541602604.462813,36579735.5347532,4101862500
1,0.96,3,6,211648279.94204,10553574.7340742,1381680000
3,0.96,3,6,547029987.478487,37051604.7533113,4145040000
1,0.97,3,6,213731893.387418,10687692.381133,1396072500
3,0.97,3,6,552207088.318823,37554545.9297819,4188217500
1,0.98,3,6,215815506.832796,10821810.0281919,1410465000
3,0.98,3,6,557402575.442888,38057487.1062525,4231395000
1,0.99,3,6,217887446.868147,10955927.6752507,1424857500
3,0.99,3,6,562668482.962198,38550827.5606718,4274572500
1,1,3,6,219982513.519535,11090045.3223095,1439250000
3,1,3,6,568291858.598314,39021514.6125708,4317750000
1,0.8,4,6,167088895.057648,10369049.0323983,1151400000
3,0.8,4,6,483934940.897356,31975407.9576133,3454200000
1,0.81,4,6,168293949.830205,10628790.2505702,1165792500
3,0.81,4,6,477544044.797685,33501405.0961408,3497377500
1,0.82,4,6,167290332.711053,11366553.3173575,1180185000
3,0.82,4,6,480561054.435039,34319522.7431997,3540555000
1,0.83,4,6,170705693.057158,11187613.779982,1194577500
3,0.83,4,6,483760534.89423,35137640.3902585,3583732500
1,0.84,4,6,171812163.645393,11467025.5446879,1208970000
3,0.84,4,6,486908734.17564,35955758.0373173,3626910000
1,0.85,4,6,172916774.596343,11746437.3093937,1223362500
3,0.85,4,6,489878762.004847,36796159.5257275,3670087500
1,0.86,4,6,172374746.647167,12327444.1468526,1237755000
3,0.86,4,6,493087474.219298,37609247.7610216,3713265000
1,0.87,4,6,173481217.235402,12606855.9115585,1252147500
3,0.87,4,6,495539801.27916,38476225.5998392,3756442500
1,0.88,4,6,174586865.099873,12886267.6762643,1266540000
3,0.88,4,6,498547101.726024,39278247.9938542,3799620000
1,0.89,4,6,175693335.688108,13165679.4409702,1280932500
3,0.89,4,6,501603353.623519,40098600.9350307,3842797500
1,0.9,4,6,174952904.336266,13726442.4883548,1295325000
3,0.9,4,6,504340843.677867,40918953.8762072,3885975000
1,0.91,4,6,177905922.843221,13724502.970382,1309717500
3,0.91,4,6,507021225.210008,41739306.8173836,3929152500
1,0.92,4,6,179019225.29965,14003914.7350879,1324110000
3,0.92,4,6,509600569.10381,42559659.7585602,3972330000
1,0.93,4,6,180130537.429719,14283326.4997938,1338502500
3,0.93,4,6,512190197.406187,43380012.6997366,4015507500
1,0.94,4,6,181238735.751529,14562738.2644996,1352895000
3,0.94,4,6,513268811.889985,44193417.2138603,4058685000
1,0.95,4,6,182379667.54929,14842150.0292055,1367287500
3,0.95,4,6,515725106.982981,45020476.0373896,4101862500
1,0.96,4,6,183504303.296289,15121561.7939114,1381680000
3,0.96,4,6,518243789.343616,45839766.871441,4145040000
1,0.97,4,6,184610773.884524,15400973.5586173,1396072500
3,0.97,4,6,520698621.276389,46666825.6949704,4188217500
1,0.98,4,6,185717244.47276,15680385.3233232,1410465000
3,0.98,4,6,523171839.492891,47493884.5184998,4231395000
1,0.99,4,6,186812041.650968,15959797.088029,1424857500
3,0.99,4,6,525657873.77233,48318543.1615164,4274572500
1,1,4,6,187929965.445212,16239208.8527349,1439250000
3,1,4,6,528517932.19378,49118478.8988622,4317750000
1,0.8,5,6,180017443.958121,8107848.30528867,1151400000
3,0.8,5,6,547100268.958887,21607721.8926625,3454200000
1,0.81,5,6,181978762.945531,8240214.95543892,1165792500
3,0.81,5,6,543444290.473264,22709715.194369,3497377500
1,0.82,5,6,181838927.338984,8832683.9045792,1180185000
3,0.82,5,6,549318570.176373,23091950.4884867,3540555000
1,0.83,5,6,186146812.560052,8508450.24955656,1194577500
3,0.83,5,6,555270655.67758,23474185.7826043,3583732500
1,0.84,5,6,188230426.00543,8642567.89661539,1208970000
3,0.84,5,6,561171460.001007,23856421.076722,3626910000
1,0.85,5,6,190312179.813523,8776685.54367422,1223362500
3,0.85,5,6,566738105.982771,24283224.0535425,3670087500
1,0.86,5,6,190747294.721489,9212398.26348598,1237755000
3,0.86,5,6,572734629.121592,24655400.5241307,3713265000
1,0.87,5,6,192830908.166867,9346515.91054482,1252147500
3,0.87,5,6,577597539.88116,25135356.2017657,3756442500
1,0.88,5,6,194913698.888481,9480633.55760362,1266540000
3,0.88,5,6,583489961.671265,25482565.3426646,3799620000
1,0.89,5,6,196997312.333859,9614751.20466245,1280932500
3,0.89,5,6,589345759.787249,25860330.048547,3842797500
1,0.9,5,6,199116192.929709,9761338.83575023,1295325000
3,0.9,5,6,595063868.616939,26238094.7544293,3885975000
1,0.91,5,6,201164185.203258,9882986.4987801,1309717500
3,0.91,5,6,600924199.092764,26615859.4603117,3929152500
1,0.92,5,6,203254630.51683,10017104.1458389,1324110000
3,0.92,5,6,606770265.675641,26993624.1661941,3972330000
1,0.93,5,6,205343085.504041,10151221.7928977,1338502500
3,0.93,5,6,612626616.667094,27371388.8720764,4015507500
1,0.94,5,6,207428426.682994,10285339.4399566,1352895000
3,0.94,5,6,618581254.346513,27735256.7238532,4058685000
1,0.95,5,6,209546501.337898,10419457.0870154,1367287500
3,0.95,5,6,624237213.305055,28126433.1944414,4101862500
1,0.96,5,6,211648279.94204,10553574.7340742,1381680000
3,0.96,5,6,630033239.426018,28502073.6860734,4145040000
1,0.97,5,6,213731893.387418,10687692.381133,1396072500
3,0.97,5,6,635577238.584691,28893250.1566617,4188217500
1,0.98,5,6,215815506.832796,10821810.0281919,1410465000
3,0.98,5,6,641160708.902033,29284426.6272499,4231395000
1,0.99,5,6,217887446.868147,10955927.6752507,1424857500
3,0.99,5,6,646776196.726416,29670802.7368125,4274572500
1,1,5,6,219982513.519535,11090045.3223095,1439250000
3,1,5,6,652760190.01774,30033145.7750878,4317750000
1,0.8,6,6,116937447.924052,17049024.7758769,1151400000
3,0.8,6,6,295312490.511742,55184326.0242631,3454200000
1,0.81,6,6,117979103.045916,17293156.1319095,1165792500
3,0.81,6,6,288340044.733209,56757135.1817396,3497377500
1,0.82,6,6,114861990.329174,17997389.7869321,1180185000
3,0.82,6,6,291000710.064381,57586429.2993867,3540555000
1,0.83,6,6,120307824.929344,17784920.8377919,1194577500
3,0.83,6,6,293599854.389117,58415723.4170338,3583732500
1,0.84,6,6,121471774.509176,18030803.190733,1208970000
3,0.84,6,6,296166103.819802,59245017.5346808,3626910000
1,0.85,6,6,122633864.451723,18276685.5436742,1223362500
3,0.85,6,6,298067834.846175,60163447.0177336,3670087500
1,0.86,6,6,120709271.499046,18824162.9693683,1237755000
3,0.86,6,6,300781828.573231,60972623.4883219,3713265000
1,0.87,6,6,121842884.944424,19070045.3223095,1252147500
3,0.87,6,6,303143557.857883,61813747.2214943,3756442500
1,0.88,6,6,122975675.666037,19315927.6752507,1266540000
3,0.88,6,6,304786217.339456,62708367.2704838,3799620000
1,0.89,6,6,124109289.111416,19561810.0281919,1280932500
3,0.89,6,6,307431809.77197,63519779.0351896,3842797500
1,0.9,6,6,125278169.707265,19820162.365162,1295325000
3,0.9,6,6,309956321.963004,64331190.7998955,3885975000
1,0.91,6,6,126376161.980814,20053574.7340742,1309717500
3,0.91,6,6,312623055.800174,65142602.5646013,3929152500
1,0.92,6,6,127516607.294386,20299457.0870154,1324110000
3,0.92,6,6,315275525.744396,65954014.3293073,3972330000
1,0.93,6,6,128655062.281598,20545339.4399566,1338502500
3,0.93,6,6,317938280.097193,66765426.0940131,4015507500
1,0.94,6,6,129790403.460551,20791221.7928978,1352895000
3,0.94,6,6,320388023.717312,67594441.4171062,4058685000
1,0.95,6,6,130958478.115454,21037104.1458389,1367287500
3,0.95,6,6,322756503.684257,68432676.7112237,4101862500
1,0.96,6,6,132110256.719596,21282986.4987801,1381680000
3,0.96,6,6,325373802.666317,69239840.047429,4145040000
1,0.97,6,6,133243870.164975,21528868.8517213,1396072500
3,0.97,6,6,327740819.473039,70078075.3415465,4188217500
1,0.98,6,6,134377483.610353,21774751.2046625,1410465000
3,0.98,6,6,330126222.563491,70916310.6356642,4231395000
1,0.99,6,6,135499423.645704,22020633.5576036,1424857500
3,0.99,6,6,332582046.049188,71744945.2077306,4274572500
1,1,6,6,136644490.297091,22266515.9105448,1439250000
3,1,6,6,335395337.65169,72550926.3772767,4317750000
1,0.8,7,6,167092199.34811,10368498.3173213,1151400000
3,0.8,7,6,299799500.358281,55183775.3091862,3454200000
1,0.81,7,6,168297254.120667,10628239.5354933,1165792500
3,0.81,7,6,292706793.220344,56756584.4666627,3497377500
1,0.82,7,6,167293637.001515,11366002.6022806,1180185000
3,0.82,7,6,295183845.106138,57585878.5843098,3540555000
1,0.83,7,6,170709548.062696,11187063.0649051,1194577500
3,0.83,7,6,297599375.985497,58415172.7019568,3583732500
1,0.84,7,6,171816018.650932,11466474.8296109,1208970000
3,0.84,7,6,299982011.970803,59244466.8196039,3626910000
1,0.85,7,6,172920629.601882,11745886.5943168,1223362500
3,0.85,7,6,301564694.702366,60162896.3026567,3670087500
1,0.86,7,6,172378601.652705,12326893.4317757,1237755000
3,0.86,7,6,304157316.551106,60972072.7732449,3713265000
1,0.87,7,6,173485072.240941,12606305.1964815,1252147500
3,0.87,7,6,306476699.718958,61813196.5064174,3756442500
1,0.88,7,6,174590720.105411,12885716.9611874,1266540000
3,0.88,7,6,308090861.182462,62707816.5554068,3799620000
1,0.89,7,6,175697190.693647,13165128.7258933,1280932500
3,0.89,7,6,310664604.87548,63519228.3201127,3842797500
1,0.9,7,6,174956759.341805,13725891.7732779,1295325000
3,0.9,7,6,313117268.327019,64330640.0848186,3885975000
1,0.91,7,6,177909777.84876,13723952.2553051,1309717500
3,0.91,7,6,315712153.424693,65142051.8495244,3929152500
1,0.92,7,6,179023080.305189,14003364.0200109,1324110000
3,0.92,7,6,318292774.629419,65953463.6142303,3972330000
1,0.93,7,6,180134392.435257,14282775.7847168,1338502500
3,0.93,7,6,320883680.24272,66764875.3789362,4015507500
1,0.94,7,6,181242590.757067,14562187.5494227,1352895000
3,0.94,7,6,323261575.123343,67593890.7020293,4058685000
1,0.95,7,6,182383522.554828,14841599.3141286,1367287500
3,0.95,7,6,325558206.350792,68432125.9961468,4101862500
1,0.96,7,6,183508158.301827,15121011.0788345,1381680000
3,0.96,7,6,328103656.593356,69239289.332352,4145040000
1,0.97,7,6,184614628.890063,15400422.8435404,1396072500
3,0.97,7,6,330398824.660583,70077524.6264697,4188217500
1,0.98,7,6,185721099.478298,15679834.6082462,1410465000
3,0.98,7,6,332712379.011539,70915759.9205873,4231395000
1,0.99,7,6,186815896.656506,15959246.3729521,1424857500
3,0.99,7,6,335096353.75774,71744394.4926537,4274572500
1,1,7,6,187933820.45075,16238658.137658,1439250000
3,1,7,6,337837796.620747,72550375.6621998,4317750000
1,0.8,8,6,144972804.048805,7822791.59057377,1151400000
3,0.8,8,6,352663919.739315,45778969.7478468,3454200000
1,0.81,8,6,146534963.372349,7932805.29954752,1165792500
3,0.81,8,6,345865880.527869,47351778.9053233,3497377500
1,0.82,8,6,121550022.733975,17289116.8897738,1180185000
3,0.82,8,6,348821924.010302,48181073.0229704,3540555000
1,0.83,8,6,149904693.659139,8156334.71131222,1194577500
3,0.83,8,6,351716446.486298,49010367.1406174,3583732500
1,0.84,8,6,151589147.440652,8268099.41719458,1208970000
3,0.84,8,6,354361988.363267,49863670.7810398,3626910000
1,0.85,8,6,153271741.584879,8379864.12307696,1223362500
3,0.85,8,6,356528202.533882,50815629.6758573,3670087500
1,0.86,8,6,127370865.684189,18115890.07221,1237755000
3,0.86,8,6,359298051.273377,51658335.5582102,3713265000
