"seed","method","evaluation","phase","scenario","rate_mt","L_mid","L_top","f1_retained_integral_m3yr","f2_unretained_final_m3","f3_total_cost_eur"
6,"SCAL",10,"initial",3,0.986173014342785,7,2,334129189.551348,71433203.769909,4258048532.67856
6,"SCAL",11,"initial",3,0.877236572140828,4,5,600680791.36529,1750495.93890135,3787688209.36106
6,"SCAL",12,"initial",1,0.811844609258697,2,4,144313429.728452,10350974.0198189,1168447353.87558
6,"SCAL",13,"initial",1,0.997271477757022,3,3,250734245.088929,10675.9719384871,1435322974.36179
6,"SCAL",14,"initial",1,0.953381385048851,6,8,145329781.82248,18009794.765583,1372154158.43156
6,"SCAL",15,"initial",3,0.939606421533972,4,5,624021197.627005,4071513.37245896,4056985626.57831
6,"SCAL",16,"initial",1,0.944665812747553,4,8,185626489.664597,13984833.6646994,1359610270.99692
6,"SCAL",17,"initial",1,0.816004567220807,4,4,164801220.642865,11633380.5487315,1174434573.37255
6,"SCAL",18,"initial",3,0.98773647332564,4,6,525071013.669573,48133736.3711968,4264799157.70178
6,"SCAL",19,"initial",1,0.995608114544302,9,4,183505596.863614,13561846.2193913,1432928978.85789
6,"SCAL",20,"initial",3,0.965340967895463,4,5,633651336.687907,5041658.14471745,4168100964.13064
6,"SCAL",21,"sequential",1,0.900555393937975,3,6,199248409.357178,9767297.88600239,1296124350.72523
6,"SCAL",22,"sequential",1,0.849648787546903,3,4,209768432.578849,2964648.85537159,1222857017.47688
6,"SCAL",23,"sequential",1,0.810535769304261,1,5,203416061.527272,61960.1221981421,1166563605.97116
6,"SCAL",24,"sequential",1,0.865122992126271,3,2,196197627.235818,8413904.29644452,1245128266.41774
6,"SCAL",25,"sequential",3,0.805616875970736,1,5,563097815.942161,0,3478452266.22265
6,"SCAL",26,"sequential",1,0.856701634451747,3,7,211355061.407309,3066571.85708858,1233007827.38468
6,"SCAL",27,"sequential",1,0.97226036414504,9,7,159186412.119659,15304937.9809323,1399325729.09575
6,"SCAL",28,"sequential",1,0.979343419102952,9,5,167466686.848886,10654362.0236179,1409520015.94392
6,"SCAL",29,"sequential",1,0.835598641354591,3,3,210131518.252459,1.11758708953857e-08,1202635344.56959
6,"SCAL",30,"sequential",1,0.814432334294543,1,7,201634480.252964,2496963.97469314,1172171737.13342
6,"SCAL",31,"sequential",1,0.886294605303556,1,5,222770620.047426,10675.9719384685,1275599510.68314
6,"SCAL",32,"sequential",1,0.863874763343483,7,5,198386199.124144,3181469.17233638,1243331753.14211
6,"SCAL",33,"sequential",3,0.84806675715372,3,7,492814249.116637,31478258.7406447,3661740240.70047
6,"SCAL",34,"sequential",3,0.92916753096506,8,5,470844907.574405,20641415.4769221,4011913106.82439
6,"SCAL",35,"sequential",1,0.977502037631348,3,3,245772280.19686,10675.9719384871,1406869807.66092
6,"SCAL",36,"sequential",1,0.90485971821472,5,5,227556228.332484,252697.668996654,1302319349.44054
6,"SCAL",37,"sequential",1,0.9670599761419,3,1,243149409.216896,10675.9719384722,1391841070.66223
6,"SCAL",38,"sequential",1,0.982103219395503,3,5,246929342.08167,10675.9719384834,1413492058.51498
6,"SCAL",39,"sequential",1,0.967494081147015,3,3,243255573.492712,10675.9719384797,1392465856.29084
6,"SCAL",40,"sequential",3,0.950957690319046,3,3,614959780.090386,9051050.90949835,4105997567.37506
6,"SCAL",41,"sequential",1,0.984758000727743,3,9,217892489.304926,10726981.1183504,1417312952.5474
6,"SCAL",42,"sequential",1,0.804158540116623,3,1,202240544.823805,18840.903832186,1157385178.86285
6,"SCAL",43,"sequential",3,0.856188594503328,5,7,570470739.848106,24512998.2644806,3696808303.91674
6,"SCAL",44,"sequential",1,0.874951290898025,5,5,219918932.825094,10675.9719384685,1259273645.42498
6,"SCAL",45,"sequential",1,0.995992662990466,6,3,167983567.705411,11036299.8612405,1433482440.20903
6,"SCAL",46,"sequential",1,0.899465398350731,1,4,220341587.377909,3981916.15138596,1294555574.57629
6,"SCAL",47,"sequential",3,0.914133834186941,9,5,444730624.250217,16670500.355675,3947001362.56067
6,"SCAL",48,"sequential",1,0.884410167904571,8,5,158452932.655244,8831508.79469481,1272887334.15665
6,"SCAL",49,"sequential",1,0.895555529883131,6,5,153336642.991074,9689260.66427152,1288928296.3843
6,"SCAL",50,"sequential",3,0.924442177219316,3,5,638897241.701471,0,3991510210.6887
6,"SCAL",51,"sequential",1,0.862019269075245,1,5,216666909.690248,10675.9719384611,1240661233.01655
6,"SCAL",52,"sequential",3,0.931134903151542,5,5,732227090.001313,0,4020407728.08257
6,"SCAL",53,"sequential",1,0.930582465138286,1,3,233919033.600417,10675.9719384648,1339340812.95028
6,"SCAL",54,"sequential",1,0.826259535131976,2,5,152540832.882843,7751693.89842523,1189194035.9387
6,"SCAL",55,"sequential",1,0.955567944934592,1,1,240256501.004,10675.9719384722,1375301164.74711
6,"SCAL",56,"sequential",1,0.975844324706122,3,3,245355414.152429,10675.9719384685,1404483944.33329
6,"SCAL",57,"sequential",3,0.975955900968984,4,4,553338060.201433,36251671.3172224,4213933591.40883
6,"SCAL",58,"sequential",3,0.846961164940149,3,5,589993286.983396,0,3656966569.92033
6,"SCAL",59,"sequential",3,0.87856249245815,5,4,702638132.082603,0,3793413201.81118
6,"SCAL",60,"sequential",3,0.861840853327885,5,1,656379053.642682,0,3721213344.45648
6,"SCAL",61,"sequential",3,0.936245247162878,2,5,411130742.839922,27607312.2678412,4042472915.93752
6,"SCAL",62,"sequential",3,0.94410614548251,6,4,404787179.465662,44533019.5990609,4076414309.65711
6,"SCAL",63,"sequential",3,0.81341671529226,5,5,649326925.239419,0,3512130022.45316
6,"SCAL",64,"sequential",3,0.937350019579753,5,8,648199341.474564,20950521.0174136,4047243047.04048
6,"SCAL",65,"sequential",3,0.95414264742285,5,4,756257344.999182,0,4119749415.91001
6,"SCAL",66,"sequential",3,0.904147585155442,3,5,625637896.347711,0,3903883235.80491
6,"SCAL",67,"sequential",3,0.901016953447834,3,5,623588866.325686,0,3890365950.74939
6,"SCAL",68,"sequential",1,0.845738655002788,5,4,224474875.294313,760277.423339233,1217229359.21276
6,"SCAL",69,"sequential",3,0.806259656557813,5,4,646165267.917808,0,3481227632.1025
6,"SCAL",70,"sequential",3,0.854218235984445,5,4,684737403.454565,0,3688300788.42184
6,"SCAL",71,"sequential",1,0.878923568828031,3,5,220917021.169022,10675.971938476,1264990746.43574
6,"SCAL",72,"sequential",1,0.967594526894391,3,1,243283833.009067,10675.9719384536,1392610422.83275
6,"SCAL",73,"sequential",1,0.92549940678291,1,5,232640793.925757,10675.9719384573,1332025021.2123
6,"SCAL",74,"sequential",1,0.992870579799637,3,3,249625343.126212,10675.9719384611,1428988981.97663
6,"SCAL",75,"sequential",3,0.986487611895427,3,5,678804158.803588,0,4259406886.26148
6,"SCAL",76,"sequential",1,0.883464824128896,3,5,222059013.310857,10675.9719384499,1271526748.12751
6,"SCAL",77,"sequential",1,0.92613709019497,1,1,232801152.548495,10675.971938476,1332942807.06311
6,"SCAL",78,"sequential",1,0.965608840761706,3,1,242784491.34923,10675.9719384536,1389752524.06629
6,"SCAL",79,"sequential",1,0.977234896365553,1,3,245705102.025609,10675.9719384797,1406485324.59412
6,"SCAL",80,"sequential",3,0.878378832386807,5,2,582542059.490222,25421323.3520063,3792620203.53813
6,"SCAL",81,"sequential",1,0.880894342297688,7,3,201002243.930843,3428753.64302393,1267827182.15195
6,"SCAL",82,"sequential",3,0.826306828670204,5,5,658633847.419188,0,3567786309.49077
6,"SCAL",83,"sequential",3,0.904258724721149,5,1,684187912.848153,0,3904363108.66474
6,"SCAL",84,"sequential",1,0.90721887992695,2,7,156603490.138827,12920187.1920959,1305714772.93486
6,"SCAL",85,"sequential",1,0.888431848911569,5,2,200662703.123018,8804670.42490392,1278675538.54597
6,"SCAL",86,"sequential",1,0.985525108501315,4,3,217140028.747221,4949527.84353006,1418417012.41052
6,"SCAL",87,"sequential",1,0.950752515438944,3,5,239030100.321647,10675.9719384462,1368370557.8455
6,"SCAL",88,"sequential",3,0.977806248283014,5,4,772796339.167385,0,4221922928.52398
6,"SCAL",89,"sequential",3,0.948485960904509,5,5,744532248.482127,0,4095325257.69544
6,"SCAL",90,"sequential",1,0.972187059931457,3,4,237185587.493884,4755733.84372092,1399220226.00635
6,"SCAL",91,"sequential",3,0.985713646141812,5,1,738773111.997757,0,4256065095.62881
6,"SCAL",92,"sequential",3,0.940012421365827,5,1,708642933.104789,0,4058738632.3523
6,"SCAL",93,"sequential",1,0.917049144813791,3,8,206489151.472021,9269255.07324199,1319862981.67325
6,"SCAL",94,"sequential",1,0.862481271335855,3,7,212547602.914173,3161222.55316673,1241326169.77013
6,"SCAL",95,"sequential",1,0.981477060029283,1,3,246771881.417518,10675.9719384722,1412590858.64715
6,"SCAL",96,"sequential",1,0.86080469833687,3,7,212170698.032922,3136862.93371088,1238913162.08134
6,"SCAL",97,"sequential",1,0.961185517115518,6,4,156069542.642945,15154686.536845,1383386255.50851
6,"SCAL",98,"sequential",3,0.871831621788442,3,5,605271676.342058,0,3764350984.97705
6,"SCAL",99,"sequential",1,0.857404084689915,1,3,215613086.277439,1.11758708953857e-08,1234018828.88996
6,"SCAL",100,"sequential",3,0.828827718738467,5,4,664459367.844844,0,3578670882.58301
6,"EHVI",1,"initial",3,0.871245086984709,3,1,564929808.594922,8194998.15149778,3761818474.32823
6,"EHVI",2,"initial",1,0.982871975935996,4,5,216732092.893879,4910979.38802216,1414598491.36588
6,"EHVI",3,"initial",3,0.854880308220163,2,3,339723454.520101,36666967.0401571,3691159450.81761
6,"EHVI",4,"initial",3,0.886667614476755,3,8,519688886.374893,31488885.3815931,3828409092.40701
6,"EHVI",5,"initial",3,0.90435469863005,2,7,293566096.351967,64683985.4548357,3904777500.0099
6,"EHVI",6,"initial",1,0.825233827438206,2,3,152419644.225915,7734498.2106179,1187717786.14044
6,"EHVI",7,"initial",1,0.991230378393084,5,6,218143810.16442,10972429.2207579,1426628322.10225
6,"EHVI",8,"initial",3,0.952000556979328,8,3,438777835.266895,34284199.5001035,4110500404.89749
6,"EHVI",9,"initial",1,0.827379141747952,6,8,133777428.129701,14610026.8869609,1190805429.76074
6,"EHVI",10,"initial",3,0.986173014342785,7,2,334129189.551348,71433203.769909,4258048532.67856
6,"EHVI",11,"initial",3,0.877236572140828,4,5,600680791.36529,1750495.93890135,3787688209.36106
6,"EHVI",12,"initial",1,0.811844609258697,2,4,144313429.728452,10350974.0198189,1168447353.87558
6,"EHVI",13,"initial",1,0.997271477757022,3,3,250734245.088929,10675.9719384871,1435322974.36179
6,"EHVI",14,"initial",1,0.953381385048851,6,8,145329781.82248,18009794.765583,1372154158.43156
6,"EHVI",15,"initial",3,0.939606421533972,4,5,624021197.627005,4071513.37245896,4056985626.57831
6,"EHVI",16,"initial",1,0.944665812747553,4,8,185626489.664597,13984833.6646994,1359610270.99692
6,"EHVI",17,"initial",1,0.816004567220807,4,4,164801220.642865,11633380.5487315,1174434573.37255
6,"EHVI",18,"initial",3,0.98773647332564,4,6,525071013.669573,48133736.3711968,4264799157.70178
6,"EHVI",19,"initial",1,0.995608114544302,9,4,183505596.863614,13561846.2193913,1432928978.85789
6,"EHVI",20,"initial",3,0.965340967895463,4,5,633651336.687907,5041658.14471745,4168100964.13064
6,"EHVI",21,"sequential",1,0.817872230662033,5,1,205627090.157394,29161.8243634105,1177122607.98033
6,"EHVI",22,"sequential",1,0.820590533642098,6,6,114958162.950887,18009269.9343202,1181034925.54439
6,"EHVI",23,"sequential",3,0.93781344210729,8,5,474320647.668751,20951198.0707922,4049243989.65875
6,"EHVI",24,"sequential",3,0.911783771123737,5,2,601969913.179029,26683244.0377037,3936854377.76952
6,"EHVI",25,"sequential",1,0.873590949364007,3,7,215045133.221813,3322639.63981105,1257315773.87215
6,"EHVI",26,"sequential",3,0.999983239080757,7,8,369418618.582529,65850388.8512761,4317677630.54094
6,"EHVI",27,"sequential",1,0.866653633862734,6,9,133066916.980998,16433115.8975588,1247331242.53694
6,"EHVI",28,"sequential",3,0.834601357392967,2,9,265087746.139654,61154683.0429394,3603600010.88348
6,"EHVI",29,"sequential",1,0.88524795784615,3,2,200052680.297039,8751293.42763071,1274093123.33007
6,"EHVI",30,"sequential",1,0.978604404907674,2,5,170335952.866767,10316386.8048386,1408456389.76337
6,"EHVI",31,"sequential",3,0.909806205844507,1,3,588584841.88292,8654509.40777764,3928315745.28512
6,"EHVI",32,"sequential",1,0.935277739539742,6,8,143200286.890531,17564658.0701238,1346098486.63257
6,"EHVI",33,"sequential",1,0.90069070183672,4,5,202215814.134611,3996432.39386115,1296319092.6185
6,"EHVI",34,"sequential",3,0.827351746801287,3,8,495687064.04729,26043935.999307,3572298004.75126
6,"EHVI",35,"sequential",1,0.804179299762473,9,3,140610995.515809,8436152.51358666,1157415057.18314
6,"EHVI",36,"sequential",1,0.893226678250358,3,4,219457452.926446,3608485.9451779,1285576496.67183
6,"EHVI",37,"sequential",3,0.851511094765738,3,4,574189318.822843,8368358.74475519,3676612029.42476
6,"EHVI",38,"sequential",1,0.93026812360622,4,1,208604238.734631,4146676.35711307,1338888396.90025
6,"EHVI",39,"sequential",1,0.905028852541,8,4,156139830.173078,12877330.3648104,1302562776.01963
6,"EHVI",40,"sequential",1,0.948579196259379,9,7,156442366.67879,14643258.2900095,1365242608.21631
6,"EHVI",41,"sequential",3,0.851656671334058,9,3,363827421.166827,33936298.9806709,3677240592.65263
6,"EHVI",42,"sequential",3,0.874095000838861,1,8,514159351.248078,30816534.8106399,3774123689.87199
6,"EHVI",43,"sequential",3,0.984443930909038,4,3,618570823.896616,14853597.8267323,4250582782.6825
6,"EHVI",44,"sequential",1,0.930302256438881,9,6,130579809.411479,20394129.2963225,1338937522.57966
6,"EHVI",45,"sequential",3,0.878353503253311,9,1,372746382.75798,35242102.6995553,3792510838.67198
6,"EHVI",46,"sequential",3,0.893865673383698,3,5,619067807.138068,0,3859488511.25246
6,"EHVI",47,"sequential",1,0.802840922772884,3,5,201852872.164952,23258.7972788513,1155488798.10087
6,"EHVI",48,"sequential",1,0.99794654562138,5,5,248029204.638066,2645576.70292078,1436294565.78557
6,"EHVI",49,"sequential",1,0.937540620518848,5,1,235671805.392176,10675.9719384685,1349355338.08175
6,"EHVI",50,"sequential",3,0.940076850168407,2,5,412649072.217233,27738262.9216173,4059016819.81464
6,"EHVI",51,"sequential",1,0.858634060062468,5,4,227245778.76645,947640.073324006,1235789070.94491
6,"EHVI",52,"sequential",3,0.841622313903645,3,5,586534415.881164,0,3633914745.85746
6,"EHVI",53,"sequential",1,0.876492327870801,5,2,198375953.748215,8604507.86627928,1261491582.88805
6,"EHVI",54,"sequential",1,0.878411789983511,5,1,220791324.20712,10675.9719384536,1264254168.73377
6,"EHVI",55,"sequential",3,0.817403717897832,5,2,547772805.514158,22992711.4231933,3529344902.95337
6,"EHVI",56,"sequential",3,0.816327938623726,9,4,387567033.090597,25384043.5479341,3524699956.9926
6,"EHVI",57,"sequential",3,0.909886706061661,5,1,688026399.486414,0,3928663325.09774
6,"EHVI",58,"sequential",3,0.894711387110874,3,5,619482583.028178,0,3863140091.69798
6,"EHVI",59,"sequential",3,0.807291870284826,4,5,570895948.66366,0,3485684472.92231
6,"EHVI",60,"sequential",1,0.99573623156175,5,8,233019342.482887,7922408.99179829,1433113371.27525
6,"EHVI",61,"sequential",1,0.898243271466345,5,7,220031652.381,3966886.82721989,1292796628.45794
6,"EHVI",62,"sequential",1,0.929030059697107,3,5,233528649.290944,10675.9719384685,1337106513.41906
6,"EHVI",63,"sequential",1,0.801756928535178,5,1,201663452.934234,26893.366193518,1153928659.39426
6,"EHVI",64,"sequential",1,0.908523008832708,7,1,205252971.884672,3830181.91562102,1307591740.46248
6,"EHVI",65,"sequential",1,0.847510120365769,9,1,147897885.504865,8901666.85766266,1219778940.73643
6,"EHVI",66,"sequential",3,0.845421997318044,3,5,588996109.430925,0,3650320828.91998
6,"EHVI",67,"sequential",3,0.976586552988738,5,1,732815260.93984,0,4216656589.16712
6,"EHVI",68,"sequential",1,0.878821420343593,1,9,195765400.89984,9306184.62849236,1264843729.22952
6,"EHVI",69,"sequential",3,0.876259695738554,3,5,607428428.803306,0,3783470301.27514
6,"EHVI",70,"sequential",1,0.942471010191366,3,6,207950703.476988,10318480.047229,1356451401.41792
6,"EHVI",71,"sequential",3,0.950277225114405,8,4,448836690.760099,38344878.5319467,4103059488.73772
6,"EHVI",72,"sequential",1,0.843908656202257,3,7,208480973.530893,2880697.40840482,1214595533.4391
6,"EHVI",73,"sequential",3,0.909335928969085,6,8,343595575.048677,58390193.4067527,3926285207.30627
6,"EHVI",74,"sequential",3,0.94349557729438,3,5,651200119.405385,0,4073778028.86281
6,"EHVI",75,"sequential",1,0.913490202510729,3,5,229609158.853166,10675.9719384648,1314740773.96357
6,"EHVI",76,"sequential",3,0.965847574640065,2,5,422733176.385121,28730817.0469936,4170288365.40214
6,"EHVI",77,"sequential",3,0.860928388638422,3,5,598912054.584028,0,3717273550.04354
6,"EHVI",78,"sequential",1,0.837322208005935,3,7,207000295.697717,2785000.19049355,1205115987.87254
6,"EHVI",79,"sequential",1,0.906554799061269,3,5,227865108.868081,10675.9719384722,1304758994.54893
6,"EHVI",80,"sequential",3,0.835773479472846,7,1,379039350.369791,30870970.8232095,3608660940.99388
6,"EHVI",81,"sequential",3,0.92079717181623,5,1,695449701.532663,0,3975771988.60953
6,"EHVI",82,"sequential",3,0.840384612465277,3,5,585732548.642485,0,3628570660.47195
6,"EHVI",83,"sequential",1,0.822812965838239,3,1,207071547.767791,11015.6796540692,1184233561.08268
6,"EHVI",84,"sequential",3,0.891506133647636,3,5,617532671.175877,0,3849300608.55708
6,"EHVI",85,"sequential",3,0.822638688841835,6,4,375183059.808689,34535398.5338599,3551948198.74683
6,"EHVI",86,"sequential",1,0.925394870527089,5,1,232617506.49719,10675.9719384648,1331874567.40611
6,"EHVI",87,"sequential",3,0.879710542503744,8,2,325940758.575856,60692701.6762764,3798370194.89554
6,"EHVI",88,"sequential",3,0.876987647498026,5,5,693737976.666617,0,3786613414.9846
6,"EHVI",89,"sequential",1,0.895076827099547,4,4,174596750.113887,13639167.3519228,1288239323.40302
6,"EHVI",90,"sequential",1,0.946010213252157,5,1,237823514.744601,10675.9719384536,1361545199.42317
6,"EHVI",91,"sequential",1,0.983833287050948,9,7,160434923.037487,15628299.0621268,1415982058.38808
6,"EHVI",92,"sequential",1,0.855129616381601,1,6,191380993.579756,8845482.75161568,1230745300.37722
6,"EHVI",93,"sequential",3,0.938628068752587,2,8,312584968.401408,65158017.6257889,4052761343.85648
6,"EHVI",94,"sequential",3,0.805409347033128,5,5,643654911.993087,0,3477556208.15229
6,"EHVI",95,"sequential",1,0.972053290624171,7,1,215087180.622937,4753239.53929698,1399027698.53084
6,"EHVI",96,"sequential",1,0.96537245712243,5,1,242725047.816412,10675.9719384536,1389412308.91346
6,"EHVI",97,"sequential",3,0.992680663056672,9,1,417494684.107917,40164772.4720318,4286146932.91294
6,"EHVI",98,"sequential",3,0.953711704397574,2,8,316848050.844454,66338090.2968378,4117888711.66262
6,"EHVI",99,"sequential",1,0.979516323283315,5,3,246278813.794634,10675.9719384611,1409768868.28551
6,"EHVI",100,"sequential",1,0.919606603728607,3,7,225394474.627443,3991220.02969671,1323543804.4164
6,"EPI",1,"initial",3,0.871245086984709,3,1,564929808.594922,8194998.15149778,3761818474.32823
6,"EPI",2,"initial",1,0.982871975935996,4,5,216732092.893879,4910979.38802216,1414598491.36588
6,"EPI",3,"initial",3,0.854880308220163,2,3,339723454.520101,36666967.0401571,3691159450.81761
6,"EPI",4,"initial",3,0.886667614476755,3,8,519688886.374893,31488885.3815931,3828409092.40701
6,"EPI",5,"initial",3,0.90435469863005,2,7,293566096.351967,64683985.4548357,3904777500.0099
6,"EPI",6,"initial",1,0.825233827438206,2,3,152419644.225915,7734498.2106179,1187717786.14044
6,"EPI",7,"initial",1,0.991230378393084,5,6,218143810.16442,10972429.2207579,1426628322.10225
6,"EPI",8,"initial",3,0.952000556979328,8,3,438777835.266895,34284199.5001035,4110500404.89749
6,"EPI",9,"initial",1,0.827379141747952,6,8,133777428.129701,14610026.8869609,1190805429.76074
6,"EPI",10,"initial",3,0.986173014342785,7,2,334129189.551348,71433203.769909,4258048532.67856
6,"EPI",11,"initial",3,0.877236572140828,4,5,600680791.36529,1750495.93890135,3787688209.36106
6,"EPI",12,"initial",1,0.811844609258697,2,4,144313429.728452,10350974.0198189,1168447353.87558
6,"EPI",13,"initial",1,0.997271477757022,3,3,250734245.088929,10675.9719384871,1435322974.36179
6,"EPI",14,"initial",1,0.953381385048851,6,8,145329781.82248,18009794.765583,1372154158.43156
6,"EPI",15,"initial",3,0.939606421533972,4,5,624021197.627005,4071513.37245896,4056985626.57831
6,"EPI",16,"initial",1,0.944665812747553,4,8,185626489.664597,13984833.6646994,1359610270.99692
6,"EPI",17,"initial",1,0.816004567220807,4,4,164801220.642865,11633380.5487315,1174434573.37255
6,"EPI",18,"initial",3,0.98773647332564,4,6,525071013.669573,48133736.3711968,4264799157.70178
6,"EPI",19,"initial",1,0.995608114544302,9,4,183505596.863614,13561846.2193913,1432928978.85789
6,"EPI",20,"initial",3,0.965340967895463,4,5,633651336.687907,5041658.14471745,4168100964.13064
6,"EPI",21,"sequential",3,0.987619057577103,3,4,645189208.30965,15009739.3499386,4264292185.85354
6,"EPI",22,"sequential",1,0.999642476905137,1,2,315686690.264555,0,1438735434.88572
6,"EPI",23,"sequential",1,0.989309720043093,8,8,142475042.472165,21295387.894446,1423864014.57202
6,"EPI",24,"sequential",1,0.894743939908221,6,3,153218723.741778,9678375.81049037,1287760215.51291
6,"EPI",25,"sequential",3,0.917137751122937,2,1,362742675.614648,39467873.7182648,3959971524.91106
6,"EPI",26,"sequential",1,0.990917339082807,1,4,241202183.279828,5027873.78197879,1426177780.27493
6,"EPI",27,"sequential",1,0.921355613693595,1,4,225790751.200847,4017182.83073552,1326061067.00851
6,"EPI",28,"sequential",1,0.828658160287887,5,8,187739220.055832,8141337.67923567,1192646257.19434
6,"EPI",29,"sequential",3,0.980651010433212,1,2,828029312.557895,0,4234205900.298
6,"EPI",30,"sequential",1,0.839003771031275,5,5,212357683.699512,3.72529029846191e-09,1207536177.45676
6,"EPI",31,"sequential",1,0.910959567502141,7,9,179113223.623827,13592121.6041454,1311098557.52746
6,"EPI",32,"sequential",3,0.851276903226972,3,2,552347051.115793,7973530.897361,3675600848.90826
6,"EPI",33,"sequential",3,0.984478610521182,2,9,307270304.115315,72816681.9040891,4250732520.57784
6,"EPI",34,"sequential",3,0.976916591264308,1,2,824977736.907807,0,4218081611.93146
6,"EPI",35,"sequential",1,0.840659576561302,4,7,168079644.248253,12229097.2246008,1209919295.56585
6,"EPI",36,"sequential",3,0.822929620044306,7,6,295908022.562435,57828830.2512782,3553204366.9463
6,"EPI",37,"sequential",1,0.991856494452804,8,7,166479689.045447,15302846.1149162,1427529459.6412
6,"EPI",38,"sequential",1,0.846916520129889,2,6,130035465.406976,17151676.774489,1218924601.59694
6,"EPI",39,"sequential",3,0.866459567239508,6,2,302016730.33998,61543882.9408446,3741155796.44839
6,"EPI",40,"sequential",3,0.816361726960167,4,6,479447902.441054,34021869.205329,3524845846.58226
6,"EPI",41,"sequential",3,0.971603465173393,4,7,521094998.602847,46798890.9818812,4195140861.75242
6,"EPI",42,"sequential",1,0.912162770889699,4,5,205805752.869897,3883616.2323495,1312830268.003
6,"EPI",43,"sequential",3,0.945887956162915,9,5,458562091.350818,17448087.4978983,4084107722.72243
6,"EPI",44,"sequential",3,0.940143399965018,9,7,329181544.64434,65009990.9555675,4059304165.19896
6,"EPI",45,"sequential",1,0.836556233372539,3,6,187512878.160658,8596380.90890593,1204013558.88143
6,"EPI",46,"sequential",1,0.919495262950659,3,9,204245526.455778,9851692.63522242,1323383557.20174
6,"EPI",47,"sequential",3,0.844625739892945,2,4,358261933.700217,36334197.9810295,3646882788.42276
6,"EPI",48,"sequential",3,0.955385820195079,1,5,658942824.144882,0,4125117125.1473
6,"EPI",49,"sequential",1,0.989779921527952,4,7,186190568.979262,16073043.240682,1424540752.05911
6,"EPI",50,"sequential",3,0.982480023661628,3,4,642471242.36801,14757019.7997423,4242103122.165
6,"EPI",51,"sequential",3,0.897625423967838,9,4,413988828.172109,30862491.5524417,3875722174.33713
6,"EPI",52,"sequential",1,0.960953306732699,5,9,212944184.667835,10407718.1635933,1383052046.71504
6,"EPI",53,"sequential",1,0.825458188494667,2,2,126086983.723177,16963968.7232696,1188040697.79095
6,"EPI",54,"sequential",3,0.946226504445076,5,6,622103491.829026,27978822.9271459,4085569489.56773
6,"EPI",55,"sequential",3,0.949069243250415,5,3,714630155.721107,0,4097843725.04448
6,"EPI",56,"sequential",1,0.937419382249936,8,1,166329988.899931,9542455.90473853,1349180845.90322
6,"EPI",57,"sequential",3,0.953691701032221,5,4,755941841.683292,0,4117802342.13187
6,"EPI",58,"sequential",3,0.975580417411402,1,9,550127506.65865,39409891.6240592,4212312347.27808
6,"EPI",59,"sequential",3,0.98139811786823,4,1,617534344.580113,14703815.491314,4237431723.42555
6,"EPI",60,"sequential",1,0.909908151812851,2,7,156849524.618001,13004345.5828783,1309585307.49665
6,"EPI",61,"sequential",1,0.907769585447386,2,6,134625782.139901,18971258.6220227,1306507375.85515
6,"EPI",62,"sequential",3,0.826417185552418,4,2,482630057.580659,34844524.0176881,3568262802.91895
6,"EPI",63,"sequential",1,0.811137735610828,7,1,189820449.193013,2463824.18793342,1167429985.97788
6,"EPI",64,"sequential",3,0.916151392878965,2,8,305760540.618722,63445915.1010959,3955712676.60315
6,"EPI",65,"sequential",1,0.938024481525645,8,8,136463384.732747,20034374.3826641,1350051735.03578
6,"EPI",66,"sequential",3,0.981058212742209,2,2,293340775.81046,75145006.1154988,4235964098.06767
6,"EPI",67,"sequential",1,0.847354949871078,3,6,189761053.612291,8741210.75370984,1219555611.60195
6,"EPI",68,"sequential",1,0.947890635672957,7,1,211346277.221381,4402170.37618225,1364251597.3923
6,"EPI",69,"sequential",3,0.90722460122779,8,9,347280503.293797,60175549.6989331,3917169021.95129
6,"EPI",70,"sequential",1,0.822027420578525,6,5,141414192.427971,8853176.53845776,1183102965.06764
6,"EPI",71,"sequential",3,0.912369347177446,6,3,400658832.860324,34743646.6590381,3939382748.77542
6,"EPI",72,"sequential",1,0.910672151623294,5,2,204923516.343907,9177522.55860049,1310684894.22383
6,"EPI",73,"sequential",3,0.978565918514505,4,8,554301147.720227,40676751.8907356,4225202994.666
6,"EPI",74,"sequential",1,0.978776647429913,5,4,251474574.505645,2971238.47434501,1408704289.8135
6,"EPI",75,"sequential",1,0.833049549069256,1,9,186045646.244523,8740048.70787811,1198966563.49793
6,"EPI",76,"sequential",3,0.936747521394864,5,3,706300897.70586,0,4044641610.50267
6,"EPI",77,"sequential",1,0.814754817727953,7,5,190593632.096264,2500207.77864097,1172635871.41496
6,"EPI",78,"sequential",3,0.957381366891786,1,6,545677295.077157,36919902.9116923,4133733396.89701
6,"EPI",79,"sequential",1,0.897363523487002,5,4,234133643.169988,1894794.63968626,1291530451.17867
6,"EPI",80,"sequential",3,0.837073044572026,5,2,559435940.227188,23744542.5098339,3614272138.20086
6,"EPI",81,"sequential",1,0.969015638669953,8,2,143550880.80244,20111175.4485806,1394655757.95573
6,"EPI",82,"sequential",3,0.938550678500906,7,8,354213406.37759,60773877.8055825,4052427192.09728
6,"EPI",83,"sequential",1,0.910608663549647,4,1,205569799.436746,3861035.96687932,1310593519.01383
6,"EPI",84,"sequential",1,0.887779179308564,4,8,179303805.387946,12395354.2009629,1277736183.81985
