"seed","method","evaluation","hypervolume","IGD_plus","pareto_size"
2,"TS",32,0.541557690728867,0.0829563363452439,13
2,"TS",33,0.542581449807206,0.0829563363452439,14
2,"TS",34,0.542581449807206,0.0829563363452439,14
2,"TS",35,0.54260210701498,0.0829563363452439,15
2,"TS",36,0.54260210701498,0.0829563363452439,15
2,"TS",37,0.542711883766935,0.0829563363452439,16
2,"TS",38,0.542711883766935,0.0829563363452439,16
2,"TS",39,0.542711883766935,0.0829563363452439,16
2,"TS",40,0.54314600417032,0.0829563363452439,17
2,"TS",41,0.543576114588131,0.0829563363452439,18
2,"TS",42,0.544676242247138,0.0826408936860468,17
2,"TS",43,0.544678077094785,0.0826394270556105,18
2,"TS",44,0.544678077094785,0.0826394270556105,18
2,"TS",45,0.544678077094785,0.0826394270556105,18
2,"TS",46,0.544678077094785,0.0826394270556105,18
2,"TS",47,0.544707943629677,0.0826335503162831,19
2,"TS",48,0.544707943629677,0.0826335503162831,19
2,"TS",49,0.544707943629677,0.0826335503162831,19
2,"TS",50,0.547720793657133,0.0824034590570728,19
2,"TS",51,0.547720806692574,0.0824034590570728,20
2,"TS",52,0.547720806692574,0.0824034590570728,20
2,"TS",53,0.549160135628858,0.0824034590570728,20
2,"TS",54,0.549160135628858,0.0824034590570728,20
2,"TS",55,0.549160143766106,0.0824034590570728,21
2,"TS",56,0.549160143766106,0.0824034590570728,21
2,"TS",57,0.549160143766106,0.0824034590570728,21
2,"TS",58,0.549325443522268,0.0824034590570728,22
2,"TS",59,0.550420494406705,0.082023102269542,22
2,"TS",60,0.550420764303349,0.082023102269542,23
2,"TS",61,0.550442010381023,0.0819412033386652,24
2,"TS",62,0.550451313867951,0.0819412033386652,25
2,"TS",63,0.550451395065826,0.0819412033386652,26
2,"TS",64,0.550451395065826,0.0819412033386652,26
2,"TS",65,0.550451395065826,0.0819412033386652,26
2,"TS",66,0.550451855568742,0.08194083558999,27
2,"TS",67,0.550451855568742,0.08194083558999,27
2,"TS",68,0.55045603351144,0.0819274850925568,28
2,"TS",69,0.550917754415383,0.0818173428221446,29
2,"TS",70,0.550917754415383,0.0818173428221446,29
2,"TS",71,0.551157161686194,0.0818173428221446,30
2,"TS",72,0.551159016392777,0.0818173428221446,31
2,"TS",73,0.551165104558875,0.0818173428221446,32
2,"TS",74,0.551165342246305,0.0818173428221446,33
2,"TS",75,0.551165342246305,0.0818173428221446,33
2,"TS",76,0.551165342246305,0.0818173428221446,33
2,"TS",77,0.551165342246305,0.0818173428221446,33
2,"TS",78,0.552410081508051,0.0817116533612643,34
2,"TS",79,0.552411793266035,0.0817109373508257,35
2,"TS",80,0.552412534978135,0.0817109373508257,36
2,"TS",81,0.552412534978135,0.0817109373508257,36
2,"TS",82,0.552412534978135,0.0817109373508257,36
2,"TS",83,0.552412534978135,0.0817109373508257,36
2,"TS",84,0.552412534978135,0.0817109373508257,36
2,"TS",85,0.552412534978135,0.0817109373508257,36
2,"TS",86,0.55241270211082,0.0817089776182488,36
2,"TS",87,0.552415845839917,0.0817089776182488,37
2,"TS",88,0.552444279768364,0.0816999887379004,38
2,"TS",89,0.552449129062664,0.0816999887379004,39
2,"TS",90,0.555378281748018,0.0814718348944717,39
2,"TS",91,0.555378281748018,0.0814718348944717,39
2,"TS",92,0.555379061705397,0.0814718348944717,40
2,"TS",93,0.555379061705397,0.0814718348944717,40
2,"TS",94,0.555394634289171,0.0814718348944717,41
2,"TS",95,0.555395095855495,0.0814692807481432,42
2,"TS",96,0.555395674660247,0.0814692807481432,43
2,"TS",97,0.555395806980444,0.0814692807481432,44
2,"TS",98,0.555395806980444,0.0814692807481432,44
2,"TS",99,0.555421968024848,0.0814692807481432,45
2,"TS",100,0.562154056287579,0.0800101241378369,46
