"method","evaluation","metric","n","mean","sd","se","ci_low_95","ci_high_95"
"EPI",28,"hypervolume",10,0.522991398908697,0.0557694708499827,0.0176358551788312,0.483096322793832,0.562886475023561
"EPI",29,"hypervolume",10,0.533376809566659,0.0579504796659028,0.0183255507243526,0.491921533733343,0.574832085399975
"EPI",30,"hypervolume",10,0.535566685249078,0.0566160886540499,0.0179035792356815,0.495065975241356,0.5760673952568
"EPI",31,"hypervolume",10,0.542758434753235,0.0527823445853346,0.0166912429133513,0.505000220040792,0.580516649465677
"EPI",32,"hypervolume",10,0.545928076253903,0.0495786791885507,0.0156781549618609,0.510461625707469,0.581394526800337
"EPI",33,"hypervolume",10,0.545928076253903,0.0495786791885507,0.0156781549618609,0.510461625707469,0.581394526800337
"EPI",34,"hypervolume",10,0.54638423312871,0.0498522870789727,0.0157646773738136,0.510722055288335,0.582046410969086
"EPI",35,"hypervolume",10,0.546588781562274,0.0498606445428262,0.0157673202359376,0.510920625152415,0.582256937972134
"EPI",36,"hypervolume",10,0.553864654572245,0.0394561843228935,0.0124771410239772,0.525639400633612,0.582089908510879
"EPI",37,"hypervolume",10,0.555769769154722,0.0405072538866311,0.0128095184040462,0.526792625345014,0.584746912964431
"EPI",38,"hypervolume",10,0.556219855238694,0.0400135648000079,0.0126534002070765,0.527595875326504,0.584843835150885
"EPI",39,"hypervolume",10,0.556255427034463,0.0400164067959959,0.0126542989251188,0.527629414080816,0.58488143998811
"EPI",40,"hypervolume",10,0.560506519252504,0.0383935115059999,0.0121410943730841,0.533041455652223,0.587971582852785
"EPI",41,"hypervolume",10,0.560986465363211,0.0382700556883756,0.012102054215675,0.53360971673465,0.588363213991772
"EPI",42,"hypervolume",10,0.563610777290894,0.035919590765286,0.0113587719439454,0.537915449977306,0.589306104604481
"EPI",43,"hypervolume",10,0.563617910624521,0.0359172616760798,0.0113580354212689,0.537924249440982,0.58931157180806
