"method","evaluation","metric","n","mean","sd","se","ci_low_95","ci_high_95"
"EPI",86,"IGD_plus",10,0.0664888741056342,0.0133512835221086,0.00422204656165383,0.0569379412345215,0.076039806976747
"EPI",87,"IGD_plus",10,0.0664888741056342,0.0133512835221086,0.00422204656165383,0.0569379412345215,0.076039806976747
"EPI",88,"IGD_plus",10,0.0651133115897976,0.0142417818864375,0.0045036468700472,0.0549253545640066,0.0753012686155886
"EPI",89,"IGD_plus",10,0.0648294350475107,0.0134881753232907,0.00426533555012766,0.0551805756810516,0.0744782944139698
"EPI",90,"IGD_plus",10,0.0647738265773043,0.0135336065130455,0.0042797021537713,0.0550924676955076,0.0744551854591009
"EPI",91,"IGD_plus",10,0.0647738265773043,0.0135336065130455,0.0042797021537713,0.0550924676955076,0.0744551854591009
"EPI",92,"IGD_plus",10,0.0647738265773043,0.0135336065130455,0.0042797021537713,0.0550924676955076,0.0744551854591009
"EPI",93,"IGD_plus",10,0.0646210981445408,0.013477517307858,0.00426196518971722,0.0549798630630254,0.0742623332260562
"EPI",94,"IGD_plus",10,0.0644422756831411,0.0135811268119597,0.00429472939173741,0.0547269228273423,0.0741576285389399
"EPI",95,"IGD_plus",10,0.0641128083455932,0.0134578497887306,0.00425574577408044,0.054485642559709,0.0737399741314775
"EPI",96,"IGD_plus",10,0.0623111212033015,0.0140149480890851,0.00443191572505335,0.052285431300954,0.0723368111056489
"EPI",97,"IGD_plus",10,0.0623111212033015,0.0140149480890851,0.00443191572505335,0.052285431300954,0.0723368111056489
"EPI",98,"IGD_plus",10,0.0623111212033015,0.0140149480890851,0.00443191572505335,0.052285431300954,0.0723368111056489
"EPI",99,"IGD_plus",10,0.0623111212033015,0.0140149480890851,0.00443191572505335,0.052285431300954,0.0723368111056489
"EPI",100,"IGD_plus",10,0.0622534732361227,0.0140517268029525,0.0044435461755766,0.0522014734268175,0.0723054730454279
"SCAL",1,"IGD_plus",10,0.592537483187305,0.140821879666482,0.0445317884132235,0.491799579056117,0.693275387318492
"SCAL",2,"IGD_plus",10,0.318370806150171,0.144909572173787,0.0458244302829723,0.214708742954398,0.422032869345944
"SCAL",3,"IGD_plus",10,0.258799623202194,0.100525193153345,0.0317888572592934,0.186888232055914,0.330711014348475
"SCAL",4,"IGD_plus",10,0.244779280578203,0.103266397010904,0.0326557020313661,0.170906950321744,0.318651610834662
"SCAL",5,"IGD_plus",10,0.230236835803066,0.0951736133478901,0.0300965391327536,0.162153734228471,0.298319937377661
"SCAL",6,"IGD_plus",10,0.222049509896795,0.0752085685513667,0.0237830376183229,0.168248540995406,0.275850478798183
"SCAL",7,"IGD_plus",10,0.187899635952109,0.0678625661348204,0.0214600276849842,0.139353680610675,0.236445591293544
"SCAL",8,"IGD_plus",10,0.186909945993541,0.0677303815548474,0.0214182272505574,0.138458549804253,0.235361342182829
"SCAL",9,"IGD_plus",10,0.186909945993541,0.0677303815548474,0.0214182272505574,0.138458549804253,0.235361342182829
"SCAL",10,"IGD_plus",10,0.185318719032411,0.0685112558570893,0.0216651613866953,0.136308719018319,0.234328719046503
"SCAL",11,"IGD_plus",10,0.182033671240166,0.0683313994724676,0.0216082858039826,0.133152332732896,0.230915009747436
"SCAL",12,"IGD_plus",10,0.182001821707542,0.0683259889872011,0.0216065748583137,0.133124353628273,0.230879289786812
"SCAL",13,"IGD_plus",10,0.148290000373057,0.0425789069749196,0.0134646326321176,0.117830885219865,0.178749115526248
"SCAL",14,"IGD_plus",10,0.146011172814047,0.0440875816409399,0.0139417174513994,0.114472816819655,0.177549528808439
"SCAL",15,"IGD_plus",10,0.143950130148313,0.0448594652864379,0.0141858084922402,0.111859601857509,0.176040658439118
"SCAL",16,"IGD_plus",10,0.143950130148313,0.0448594652864379,0.0141858084922402,0.111859601857509,0.176040658439118
"SCAL",17,"IGD_plus",10,0.143950130148313,0.0448594652864379,0.0141858084922402,0.111859601857509,0.176040658439118
"SCAL",18,"IGD_plus",10,0.139623906171005,0.0459043206475042,0.0145162207688809,0.106785933381921,0.172461878960089
"SCAL",19,"IGD_plus",10,0.133834151817904,0.0426151682815075,0.0134760994640927,0.103349096888626,0.164319206747183
"SCAL",20,"IGD_plus",10,0.133664855349178,0.0425880595723513,0.0134675269375567,0.103199192822206,0.164130517876149
"SCAL",21,"IGD_plus",10,0.133588131119912,0.042566031929048,0.0134605611851243,0.103138226219699,0.164038036020124
"SCAL",22,"IGD_plus",10,0.126545159038094,0.0381440978784359,0.0120622228588254,0.0992585151987337,0.153831802877454
"SCAL",23,"IGD_plus",10,0.12432473836824,0.0376586834441252,0.011908721336671,0.0973853390967218,0.151264137639758
"SCAL",24,"IGD_plus",10,0.122317463552206,0.0379412527107271,0.0119980775845935,0.0951759264044089,0.149459000700003
"SCAL",25,"IGD_plus",10,0.121547927264696,0.0369444541061437,0.0116828621886974,0.0951194568825494,0.147976397646842
"SCAL",26,"IGD_plus",10,0.119893982960926,0.0387151535443046,0.0122428065163143,0.0921988305072932,0.147589135414559
